arm,rule,variable,r_bc_frozen,r_bc_reparsed,delta
qwen_1p_demo_only,any,stfdem,0.15510914358636138,0.1617195052102816,0.00661036162392023
qwen_1p_demo_only,any,stfeco,-0.05522010596901162,-0.06271325263998877,-0.007493146670977148
qwen_1p_demo_only,any,stfedu,-0.19189474442376214,-0.15907000972514415,0.03282473469861799
qwen_1p_demo_only,any,stfgov,-0.026718255576531298,-0.03402457631103253,-0.007306320734501229
qwen_1p_demo_only,any,stfhlth,-0.11810990372215201,-0.14188034593556717,-0.023770442213415163
qwen_1p_demo_only,any,stflife,-0.12285357336555952,-0.14261083006257663,-0.01975725669701711
qwen_1p_demo_only,any,trstep,-0.27743750018223584,-0.2913570455855687,-0.013919545403332845
qwen_1p_demo_only,any,trstlgl,0.08581710098316811,0.09688000693069304,0.011062905947524931
qwen_1p_demo_only,any,trstplc,-0.01527121459458434,-0.03737885702394197,-0.02210764242935763
qwen_1p_demo_only,any,trstplt,-0.042834580318806235,-0.03516832203021663,0.007666258288589606
qwen_1p_demo_only,any,trstprl,0.02662131453576887,0.04382573603460221,0.017204421498833337
qwen_1p_demo_only,any,trstprt,0.27444418063826365,0.2516645322768571,-0.022779648361406557
qwen_1p_demo_only,any,trstun,0.185193411285193,0.18238974580706305,-0.002803665478129963
qwen_1p_demo_only,any,vote,0.08975685894823261,0.08975685894823261,0.0
qwen_1p_full_nocountry_anchored,last,actrolga,0.6381947348279757,0.6381947348279757,0.0
qwen_1p_full_nocountry_anchored,last,aesfdrk,0.2357709190800657,0.2357709190800657,0.0
qwen_1p_full_nocountry_anchored,last,cptppola,0.3704542368834904,0.3704542368834904,0.0
qwen_1p_full_nocountry_anchored,last,freehms,0.03289971437439233,0.03289971437439233,0.0
qwen_1p_full_nocountry_anchored,last,gincdif,0.1681158513406904,0.1681158513406904,0.0
qwen_1p_full_nocountry_anchored,last,happy,0.561697905609132,0.561697905609132,0.0
qwen_1p_full_nocountry_anchored,last,health,0.20869198371739886,0.20869198371739886,0.0
qwen_1p_full_nocountry_anchored,last,hincfel,0.6061501155812806,0.6061501155812806,0.0
qwen_1p_full_nocountry_anchored,last,hmsacld,0.112495768454952,0.112495768454952,0.0
qwen_1p_full_nocountry_anchored,last,hmsfmlsh,0.07544635575445528,0.07544635575445528,0.0
qwen_1p_full_nocountry_anchored,last,imdfetn,0.32350131305311114,0.32350131305311114,0.0
qwen_1p_full_nocountry_anchored,last,impcntr,0.36560886340836013,0.36560886340836013,0.0
qwen_1p_full_nocountry_anchored,last,imsmetn,0.4076772766572876,0.4076772766572876,0.0
qwen_1p_full_nocountry_anchored,last,inprdsc,0.5875008622305297,0.5875008622305297,0.0
qwen_1p_full_nocountry_anchored,last,polintr,0.7492260146896316,0.7492260146896316,0.0
qwen_1p_full_nocountry_anchored,last,psppipla,0.7046420695493455,0.7046420695493455,0.0
qwen_1p_full_nocountry_anchored,last,psppsgva,0.4694402872899866,0.4694402872899866,0.0
qwen_1p_full_nocountry_anchored,last,rlgatnd,-0.512157944134097,-0.512157944134097,0.0
qwen_1p_full_nocountry_anchored,last,sclmeet,0.1801957235401634,0.1801957235401634,0.0
qwen_1p_full_nocountry_anchored,last,stfdem,0.5574112001840044,0.5574112001840044,0.0
qwen_1p_full_nocountry_anchored,last,stflife,0.6472191951797291,0.6472191951797291,0.0
qwen_1p_full_nocountry_anchored,last,trstplc,0.6434387301896305,0.6434387301896305,0.0
qwen_1p_full_nocountry_anchored,answer,actrolga,0.6381947348279757,0.6381947348279757,0.0
qwen_1p_full_nocountry_anchored,answer,aesfdrk,0.2357709190800657,0.2357709190800657,0.0
qwen_1p_full_nocountry_anchored,answer,cptppola,0.3704542368834904,0.3704542368834904,0.0
qwen_1p_full_nocountry_anchored,answer,freehms,0.03289971437439233,0.03289971437439233,0.0
qwen_1p_full_nocountry_anchored,answer,gincdif,0.1681158513406904,0.1681158513406904,0.0
qwen_1p_full_nocountry_anchored,answer,happy,0.561697905609132,0.561697905609132,0.0
qwen_1p_full_nocountry_anchored,answer,health,0.20869198371739886,0.20869198371739886,0.0
qwen_1p_full_nocountry_anchored,answer,hincfel,0.6061501155812806,0.6061501155812806,0.0
qwen_1p_full_nocountry_anchored,answer,hmsacld,0.112495768454952,0.112495768454952,0.0
qwen_1p_full_nocountry_anchored,answer,hmsfmlsh,0.07544635575445528,0.07544635575445528,0.0
qwen_1p_full_nocountry_anchored,answer,imdfetn,0.32350131305311114,0.32350131305311114,0.0
qwen_1p_full_nocountry_anchored,answer,impcntr,0.36560886340836013,0.36560886340836013,0.0
qwen_1p_full_nocountry_anchored,answer,imsmetn,0.4076772766572876,0.4076772766572876,0.0
qwen_1p_full_nocountry_anchored,answer,inprdsc,0.5875008622305297,0.5875008622305297,0.0
qwen_1p_full_nocountry_anchored,answer,polintr,0.7492260146896316,0.7492260146896316,0.0
qwen_1p_full_nocountry_anchored,answer,psppipla,0.7046420695493455,0.7046420695493455,0.0
qwen_1p_full_nocountry_anchored,answer,psppsgva,0.4694402872899866,0.4694402872899866,0.0
qwen_1p_full_nocountry_anchored,answer,rlgatnd,-0.512157944134097,-0.512157944134097,0.0
qwen_1p_full_nocountry_anchored,answer,sclmeet,0.1801957235401634,0.1801957235401634,0.0
qwen_1p_full_nocountry_anchored,answer,stfdem,0.5574112001840044,0.5574112001840044,0.0
qwen_1p_full_nocountry_anchored,answer,stflife,0.6472191951797291,0.6472191951797291,0.0
qwen_1p_full_nocountry_anchored,answer,trstplc,0.6434387301896305,0.6434387301896305,0.0
qwen_1p_full_nocountry_anchored,unique,actrolga,0.6381947348279757,0.6381947348279757,0.0
qwen_1p_full_nocountry_anchored,unique,aesfdrk,0.2357709190800657,0.2357709190800657,0.0
qwen_1p_full_nocountry_anchored,unique,cptppola,0.3704542368834904,0.3704542368834904,0.0
qwen_1p_full_nocountry_anchored,unique,freehms,0.03289971437439233,0.03289971437439233,0.0
qwen_1p_full_nocountry_anchored,unique,gincdif,0.1681158513406904,0.1681158513406904,0.0
qwen_1p_full_nocountry_anchored,unique,happy,0.561697905609132,0.561697905609132,0.0
qwen_1p_full_nocountry_anchored,unique,health,0.20869198371739886,0.20869198371739886,0.0
qwen_1p_full_nocountry_anchored,unique,hincfel,0.6061501155812806,0.6061501155812806,0.0
qwen_1p_full_nocountry_anchored,unique,hmsacld,0.112495768454952,0.112495768454952,0.0
qwen_1p_full_nocountry_anchored,unique,hmsfmlsh,0.07544635575445528,0.07544635575445528,0.0
qwen_1p_full_nocountry_anchored,unique,imdfetn,0.32350131305311114,0.32350131305311114,0.0
qwen_1p_full_nocountry_anchored,unique,impcntr,0.36560886340836013,0.36560886340836013,0.0
qwen_1p_full_nocountry_anchored,unique,imsmetn,0.4076772766572876,0.4076772766572876,0.0
qwen_1p_full_nocountry_anchored,unique,inprdsc,0.5875008622305297,0.5875008622305297,0.0
qwen_1p_full_nocountry_anchored,unique,polintr,0.7492260146896316,0.7492260146896316,0.0
qwen_1p_full_nocountry_anchored,unique,psppipla,0.7046420695493455,0.7046420695493455,0.0
qwen_1p_full_nocountry_anchored,unique,psppsgva,0.4694402872899866,0.4694402872899866,0.0
qwen_1p_full_nocountry_anchored,unique,rlgatnd,-0.512157944134097,-0.512157944134097,0.0
qwen_1p_full_nocountry_anchored,unique,sclmeet,0.1801957235401634,0.1801957235401634,0.0
qwen_1p_full_nocountry_anchored,unique,stfdem,0.5574112001840044,0.5574112001840044,0.0
qwen_1p_full_nocountry_anchored,unique,stflife,0.6472191951797291,0.6472191951797291,0.0
qwen_1p_full_nocountry_anchored,unique,trstplc,0.6434387301896305,0.6434387301896305,0.0
qwen_1p_full_nocountry_anchored,any,actrolga,0.6381947348279757,0.6381947348279757,0.0
qwen_1p_full_nocountry_anchored,any,aesfdrk,0.2357709190800657,0.2357709190800657,0.0
qwen_1p_full_nocountry_anchored,any,cptppola,0.3704542368834904,0.3704542368834904,0.0
qwen_1p_full_nocountry_anchored,any,freehms,0.03289971437439233,0.03289971437439233,0.0
qwen_1p_full_nocountry_anchored,any,gincdif,0.1681158513406904,0.1681158513406904,0.0
qwen_1p_full_nocountry_anchored,any,happy,0.561697905609132,0.561697905609132,0.0
qwen_1p_full_nocountry_anchored,any,health,0.20869198371739886,0.20869198371739886,0.0
qwen_1p_full_nocountry_anchored,any,hincfel,0.6061501155812806,0.6061501155812806,0.0
qwen_1p_full_nocountry_anchored,any,hmsacld,0.112495768454952,0.112495768454952,0.0
qwen_1p_full_nocountry_anchored,any,hmsfmlsh,0.07544635575445528,0.07544635575445528,0.0
qwen_1p_full_nocountry_anchored,any,imdfetn,0.32350131305311114,0.32350131305311114,0.0
qwen_1p_full_nocountry_anchored,any,impcntr,0.36560886340836013,0.36560886340836013,0.0
qwen_1p_full_nocountry_anchored,any,imsmetn,0.4076772766572876,0.4076772766572876,0.0
qwen_1p_full_nocountry_anchored,any,inprdsc,0.5875008622305297,0.5875008622305297,0.0
qwen_1p_full_nocountry_anchored,any,polintr,0.7492260146896316,0.7492260146896316,0.0
qwen_1p_full_nocountry_anchored,any,psppipla,0.7046420695493455,0.7046420695493455,0.0
qwen_1p_full_nocountry_anchored,any,psppsgva,0.4694402872899866,0.4694402872899866,0.0
qwen_1p_full_nocountry_anchored,any,rlgatnd,-0.512157944134097,-0.512157944134097,0.0
qwen_1p_full_nocountry_anchored,any,sclmeet,0.1801957235401634,0.1801957235401634,0.0
qwen_1p_full_nocountry_anchored,any,stfdem,0.5574112001840044,0.5574112001840044,0.0
qwen_1p_full_nocountry_anchored,any,stflife,0.6472191951797291,0.6472191951797291,0.0
qwen_1p_full_nocountry_anchored,any,trstplc,0.6434387301896305,0.6434387301896305,0.0
qwen_1p_full_nocountry,last,actrolga,0.6648832112880115,0.6648832112880115,0.0
qwen_1p_full_nocountry,last,aesfdrk,-0.33485723643804055,-0.33485723643804055,0.0
qwen_1p_full_nocountry,last,atchctr,-0.052253451309450874,-0.052253451309450874,0.0
qwen_1p_full_nocountry,last,atcherp,-0.04364990494845245,-0.04364990494845245,0.0
qwen_1p_full_nocountry,last,cptppola,0.3155285798756508,0.3155285798756508,0.0
qwen_1p_full_nocountry,last,euftf,-0.2616769187096561,-0.2616769187096561,0.0
qwen_1p_full_nocountry,last,freehms,-0.27041898657834973,-0.2710922869165582,-0.000673300338208449
qwen_1p_full_nocountry,last,gincdif,0.4695706405775132,0.4695706405775132,0.0
qwen_1p_full_nocountry,last,happy,0.574794061657254,0.574794061657254,0.0
qwen_1p_full_nocountry,last,health,-0.2599897071925699,-0.2599897071925699,0.0
qwen_1p_full_nocountry,last,hincfel,-0.6556019203484169,-0.6556019203484169,0.0
qwen_1p_full_nocountry,last,hmsacld,-0.18499010531040883,-0.18499010531040883,0.0
qwen_1p_full_nocountry,last,hmsfmlsh,0.2515541132280437,0.2515541132280437,0.0
qwen_1p_full_nocountry,last,imbgeco,0.18698171937454636,0.18698171937454636,0.0
qwen_1p_full_nocountry,last,imdfetn,-0.2789676259660399,-0.2789676259660399,0.0
qwen_1p_full_nocountry,last,impcntr,-0.24957874114709191,-0.24957874114709191,0.0
qwen_1p_full_nocountry,last,imsmetn,-0.1080570130194625,-0.1080570130194625,0.0
qwen_1p_full_nocountry,last,imueclt,0.3430498487674764,0.3430498487674764,0.0
qwen_1p_full_nocountry,last,imwbcnt,0.3451057035053006,0.3451057035053006,0.0
qwen_1p_full_nocountry,last,inprdsc,0.5390622457665769,0.5390622457665769,0.0
qwen_1p_full_nocountry,last,polintr,-0.6398852012461808,-0.6398852012461808,0.0
qwen_1p_full_nocountry,last,pplfair,0.1894386705096249,0.1894386705096249,0.0
qwen_1p_full_nocountry,last,pplhlp,0.32125202859291213,0.32125202859291213,0.0
qwen_1p_full_nocountry,last,ppltrst,0.6185166117474574,0.6185166117474574,0.0
qwen_1p_full_nocountry,last,psppipla,0.4437621922660683,0.4437621922660683,0.0
qwen_1p_full_nocountry,last,psppsgva,0.28338546423122696,0.28338546423122696,0.0
qwen_1p_full_nocountry,last,rlgatnd,0.7126162573215341,0.7126162573215341,0.0
qwen_1p_full_nocountry,last,sclmeet,0.3644182820823312,0.3644182820823312,0.0
qwen_1p_full_nocountry,last,stfdem,0.5454855469428292,0.5454855469428292,0.0
qwen_1p_full_nocountry,last,stfeco,0.5208866246321701,0.5208866246321701,0.0
qwen_1p_full_nocountry,last,stfedu,0.39003731011265924,0.39003731011265924,0.0
qwen_1p_full_nocountry,last,stfgov,0.40287304003259095,0.40287304003259095,0.0
qwen_1p_full_nocountry,last,stfhlth,0.48780639515305696,0.48780639515305696,0.0
qwen_1p_full_nocountry,last,stflife,0.6555351937735782,0.6555351937735782,0.0
qwen_1p_full_nocountry,last,trstep,0.2981424637559351,0.2981424637559351,0.0
qwen_1p_full_nocountry,last,trstlgl,0.6065353244833598,0.6065353244833598,0.0
qwen_1p_full_nocountry,last,trstplc,0.6219416748538468,0.6219416748538468,0.0
qwen_1p_full_nocountry,last,trstplt,0.6335589851584225,0.6335589851584225,0.0
qwen_1p_full_nocountry,last,trstprl,0.5058757631704626,0.5058757631704626,0.0
qwen_1p_full_nocountry,last,trstprt,0.5817899551322319,0.5817899551322319,0.0
qwen_1p_full_nocountry,last,trstun,0.38386432472376364,0.38386432472376364,0.0
qwen_1p_full_nocountry,last,vote,0.11613563884126943,0.11613563884126943,0.0
qwen_1p_full_nocountry,answer,actrolga,0.6648832112880115,0.6648832112880115,0.0
qwen_1p_full_nocountry,answer,aesfdrk,-0.33485723643804055,-0.33485723643804055,0.0
qwen_1p_full_nocountry,answer,atchctr,-0.052253451309450874,-0.052253451309450874,0.0
qwen_1p_full_nocountry,answer,atcherp,-0.04364990494845245,-0.04364990494845245,0.0
qwen_1p_full_nocountry,answer,cptppola,0.3155285798756508,0.3155285798756508,0.0
qwen_1p_full_nocountry,answer,euftf,-0.2616769187096561,-0.2616769187096561,0.0
qwen_1p_full_nocountry,answer,freehms,-0.27041898657834973,-0.27041898657834973,0.0
qwen_1p_full_nocountry,answer,gincdif,0.4695706405775132,0.4695706405775132,0.0
qwen_1p_full_nocountry,answer,happy,0.574794061657254,0.574794061657254,0.0
qwen_1p_full_nocountry,answer,health,-0.2599897071925699,-0.2599897071925699,0.0
qwen_1p_full_nocountry,answer,hincfel,-0.6556019203484169,-0.6556019203484169,0.0
qwen_1p_full_nocountry,answer,hmsacld,-0.18499010531040883,-0.18499010531040883,0.0
qwen_1p_full_nocountry,answer,hmsfmlsh,0.2515541132280437,0.2515541132280437,0.0
qwen_1p_full_nocountry,answer,imbgeco,0.18698171937454636,0.18698171937454636,0.0
qwen_1p_full_nocountry,answer,imdfetn,-0.2789676259660399,-0.2789676259660399,0.0
qwen_1p_full_nocountry,answer,impcntr,-0.24957874114709191,-0.24957874114709191,0.0
qwen_1p_full_nocountry,answer,imsmetn,-0.1080570130194625,-0.1080570130194625,0.0
qwen_1p_full_nocountry,answer,imueclt,0.3430498487674764,0.3430498487674764,0.0
qwen_1p_full_nocountry,answer,imwbcnt,0.3451057035053006,0.3451057035053006,0.0
qwen_1p_full_nocountry,answer,inprdsc,0.5390622457665769,0.5390622457665769,0.0
qwen_1p_full_nocountry,answer,polintr,-0.6398852012461808,-0.6398852012461808,0.0
qwen_1p_full_nocountry,answer,pplfair,0.1894386705096249,0.1894386705096249,0.0
qwen_1p_full_nocountry,answer,pplhlp,0.32125202859291213,0.32125202859291213,0.0
qwen_1p_full_nocountry,answer,ppltrst,0.6185166117474574,0.6185166117474574,0.0
qwen_1p_full_nocountry,answer,psppipla,0.4437621922660683,0.4437621922660683,0.0
qwen_1p_full_nocountry,answer,psppsgva,0.28338546423122696,0.28338546423122696,0.0
qwen_1p_full_nocountry,answer,rlgatnd,0.7126162573215341,0.7126162573215341,0.0
qwen_1p_full_nocountry,answer,sclmeet,0.3644182820823312,0.3644182820823312,0.0
qwen_1p_full_nocountry,answer,stfdem,0.5454855469428292,0.5454855469428292,0.0
qwen_1p_full_nocountry,answer,stfeco,0.5208866246321701,0.5208866246321701,0.0
qwen_1p_full_nocountry,answer,stfedu,0.39003731011265924,0.39003731011265924,0.0
qwen_1p_full_nocountry,answer,stfgov,0.40287304003259095,0.40287304003259095,0.0
qwen_1p_full_nocountry,answer,stfhlth,0.48780639515305696,0.48780639515305696,0.0
qwen_1p_full_nocountry,answer,stflife,0.6555351937735782,0.6555351937735782,0.0
qwen_1p_full_nocountry,answer,trstep,0.2981424637559351,0.2981424637559351,0.0
qwen_1p_full_nocountry,answer,trstlgl,0.6065353244833598,0.6065353244833598,0.0
qwen_1p_full_nocountry,answer,trstplc,0.6219416748538468,0.6219416748538468,0.0
qwen_1p_full_nocountry,answer,trstplt,0.6335589851584225,0.6335589851584225,0.0
qwen_1p_full_nocountry,answer,trstprl,0.5058757631704626,0.5058757631704626,0.0
qwen_1p_full_nocountry,answer,trstprt,0.5817899551322319,0.5817899551322319,0.0
qwen_1p_full_nocountry,answer,trstun,0.38386432472376364,0.38386432472376364,0.0
qwen_1p_full_nocountry,answer,vote,0.11613563884126943,0.11613563884126943,0.0
qwen_1p_full_nocountry,unique,actrolga,0.6648832112880115,0.6648832112880115,0.0
qwen_1p_full_nocountry,unique,aesfdrk,-0.33485723643804055,-0.33485723643804055,0.0
qwen_1p_full_nocountry,unique,atchctr,-0.052253451309450874,-0.052253451309450874,0.0
qwen_1p_full_nocountry,unique,atcherp,-0.04364990494845245,-0.04364990494845245,0.0
qwen_1p_full_nocountry,unique,cptppola,0.3155285798756508,0.3155285798756508,0.0
qwen_1p_full_nocountry,unique,euftf,-0.2616769187096561,-0.2616769187096561,0.0
qwen_1p_full_nocountry,unique,freehms,-0.27041898657834973,-0.2710922869165582,-0.000673300338208449
qwen_1p_full_nocountry,unique,gincdif,0.4695706405775132,0.4695706405775132,0.0
qwen_1p_full_nocountry,unique,happy,0.574794061657254,0.574794061657254,0.0
qwen_1p_full_nocountry,unique,health,-0.2599897071925699,-0.2599897071925699,0.0
qwen_1p_full_nocountry,unique,hincfel,-0.6556019203484169,-0.6556019203484169,0.0
qwen_1p_full_nocountry,unique,hmsacld,-0.18499010531040883,-0.18499010531040883,0.0
qwen_1p_full_nocountry,unique,hmsfmlsh,0.2515541132280437,0.2515541132280437,0.0
qwen_1p_full_nocountry,unique,imbgeco,0.18698171937454636,0.18698171937454636,0.0
qwen_1p_full_nocountry,unique,imdfetn,-0.2789676259660399,-0.2789676259660399,0.0
qwen_1p_full_nocountry,unique,impcntr,-0.24957874114709191,-0.24957874114709191,0.0
qwen_1p_full_nocountry,unique,imsmetn,-0.1080570130194625,-0.1080570130194625,0.0
qwen_1p_full_nocountry,unique,imueclt,0.3430498487674764,0.3430498487674764,0.0
qwen_1p_full_nocountry,unique,imwbcnt,0.3451057035053006,0.3451057035053006,0.0
qwen_1p_full_nocountry,unique,inprdsc,0.5390622457665769,0.5390622457665769,0.0
qwen_1p_full_nocountry,unique,polintr,-0.6398852012461808,-0.6398852012461808,0.0
qwen_1p_full_nocountry,unique,pplfair,0.1894386705096249,0.1894386705096249,0.0
qwen_1p_full_nocountry,unique,pplhlp,0.32125202859291213,0.32125202859291213,0.0
qwen_1p_full_nocountry,unique,ppltrst,0.6185166117474574,0.6185166117474574,0.0
qwen_1p_full_nocountry,unique,psppipla,0.4437621922660683,0.4437621922660683,0.0
qwen_1p_full_nocountry,unique,psppsgva,0.28338546423122696,0.28338546423122696,0.0
qwen_1p_full_nocountry,unique,rlgatnd,0.7126162573215341,0.7126162573215341,0.0
qwen_1p_full_nocountry,unique,sclmeet,0.3644182820823312,0.3644182820823312,0.0
qwen_1p_full_nocountry,unique,stfdem,0.5454855469428292,0.5454855469428292,0.0
qwen_1p_full_nocountry,unique,stfeco,0.5208866246321701,0.5208866246321701,0.0
qwen_1p_full_nocountry,unique,stfedu,0.39003731011265924,0.39003731011265924,0.0
qwen_1p_full_nocountry,unique,stfgov,0.40287304003259095,0.40287304003259095,0.0
qwen_1p_full_nocountry,unique,stfhlth,0.48780639515305696,0.48780639515305696,0.0
qwen_1p_full_nocountry,unique,stflife,0.6555351937735782,0.6555351937735782,0.0
qwen_1p_full_nocountry,unique,trstep,0.2981424637559351,0.2981424637559351,0.0
qwen_1p_full_nocountry,unique,trstlgl,0.6065353244833598,0.6065353244833598,0.0
qwen_1p_full_nocountry,unique,trstplc,0.6219416748538468,0.6219416748538468,0.0
qwen_1p_full_nocountry,unique,trstplt,0.6335589851584225,0.6335589851584225,0.0
qwen_1p_full_nocountry,unique,trstprl,0.5058757631704626,0.5058757631704626,0.0
qwen_1p_full_nocountry,unique,trstprt,0.5817899551322319,0.5817899551322319,0.0
qwen_1p_full_nocountry,unique,trstun,0.38386432472376364,0.38386432472376364,0.0
qwen_1p_full_nocountry,unique,vote,0.11613563884126943,0.11613563884126943,0.0
qwen_1p_full_nocountry,any,actrolga,0.6648832112880115,0.6648832112880115,0.0
qwen_1p_full_nocountry,any,aesfdrk,-0.33485723643804055,-0.33485723643804055,0.0
qwen_1p_full_nocountry,any,atchctr,-0.052253451309450874,-0.052253451309450874,0.0
qwen_1p_full_nocountry,any,atcherp,-0.04364990494845245,-0.04364990494845245,0.0
qwen_1p_full_nocountry,any,cptppola,0.3155285798756508,0.3155285798756508,0.0
qwen_1p_full_nocountry,any,euftf,-0.2616769187096561,-0.2616769187096561,0.0
qwen_1p_full_nocountry,any,freehms,-0.27041898657834973,-0.2710922869165582,-0.000673300338208449
qwen_1p_full_nocountry,any,gincdif,0.4695706405775132,0.4695706405775132,0.0
qwen_1p_full_nocountry,any,happy,0.574794061657254,0.574794061657254,0.0
qwen_1p_full_nocountry,any,health,-0.2599897071925699,-0.2599897071925699,0.0
qwen_1p_full_nocountry,any,hincfel,-0.6556019203484169,-0.6556019203484169,0.0
qwen_1p_full_nocountry,any,hmsacld,-0.18499010531040883,-0.18499010531040883,0.0
qwen_1p_full_nocountry,any,hmsfmlsh,0.2515541132280437,0.2515541132280437,0.0
qwen_1p_full_nocountry,any,imbgeco,0.18698171937454636,0.18698171937454636,0.0
qwen_1p_full_nocountry,any,imdfetn,-0.2789676259660399,-0.2789676259660399,0.0
qwen_1p_full_nocountry,any,impcntr,-0.24957874114709191,-0.24957874114709191,0.0
qwen_1p_full_nocountry,any,imsmetn,-0.1080570130194625,-0.1080570130194625,0.0
qwen_1p_full_nocountry,any,imueclt,0.3430498487674764,0.3430498487674764,0.0
qwen_1p_full_nocountry,any,imwbcnt,0.3451057035053006,0.3451057035053006,0.0
qwen_1p_full_nocountry,any,inprdsc,0.5390622457665769,0.5390622457665769,0.0
qwen_1p_full_nocountry,any,polintr,-0.6398852012461808,-0.6398852012461808,0.0
qwen_1p_full_nocountry,any,pplfair,0.1894386705096249,0.1894386705096249,0.0
qwen_1p_full_nocountry,any,pplhlp,0.32125202859291213,0.32125202859291213,0.0
qwen_1p_full_nocountry,any,ppltrst,0.6185166117474574,0.6185166117474574,0.0
qwen_1p_full_nocountry,any,psppipla,0.4437621922660683,0.4437621922660683,0.0
qwen_1p_full_nocountry,any,psppsgva,0.28338546423122696,0.28338546423122696,0.0
qwen_1p_full_nocountry,any,rlgatnd,0.7126162573215341,0.7126162573215341,0.0
qwen_1p_full_nocountry,any,sclmeet,0.3644182820823312,0.3644182820823312,0.0
qwen_1p_full_nocountry,any,stfdem,0.5454855469428292,0.5454855469428292,0.0
qwen_1p_full_nocountry,any,stfeco,0.5208866246321701,0.5208866246321701,0.0
qwen_1p_full_nocountry,any,stfedu,0.39003731011265924,0.39003731011265924,0.0
qwen_1p_full_nocountry,any,stfgov,0.40287304003259095,0.40287304003259095,0.0
qwen_1p_full_nocountry,any,stfhlth,0.48780639515305696,0.48780639515305696,0.0
qwen_1p_full_nocountry,any,stflife,0.6555351937735782,0.6555351937735782,0.0
qwen_1p_full_nocountry,any,trstep,0.2981424637559351,0.2981424637559351,0.0
qwen_1p_full_nocountry,any,trstlgl,0.6065353244833598,0.6065353244833598,0.0
qwen_1p_full_nocountry,any,trstplc,0.6219416748538468,0.6219416748538468,0.0
qwen_1p_full_nocountry,any,trstplt,0.6335589851584225,0.6335589851584225,0.0
qwen_1p_full_nocountry,any,trstprl,0.5058757631704626,0.5058757631704626,0.0
qwen_1p_full_nocountry,any,trstprt,0.5817899551322319,0.5817899551322319,0.0
qwen_1p_full_nocountry,any,trstun,0.38386432472376364,0.38386432472376364,0.0
qwen_1p_full_nocountry,any,vote,0.11613563884126943,0.11613563884126943,0.0
qwen_1p_full_nopolitical,last,actrolga,0.7857696130362307,0.7857696130362307,0.0
qwen_1p_full_nopolitical,last,aesfdrk,-0.510410318644657,-0.510410318644657,0.0
qwen_1p_full_nopolitical,last,atchctr,0.059916514425195855,0.059916514425195855,0.0
qwen_1p_full_nopolitical,last,atcherp,0.35558205301425977,0.35558205301425977,0.0
qwen_1p_full_nopolitical,last,cptppola,0.6007214783805654,0.6007214783805654,0.0
qwen_1p_full_nopolitical,last,euftf,-0.15084565442698952,-0.15084565442698952,0.0
qwen_1p_full_nopolitical,last,freehms,-0.8769743328148769,-0.8769743328148769,0.0
qwen_1p_full_nopolitical,last,gincdif,0.09230878411946909,0.09230878411946909,0.0
qwen_1p_full_nopolitical,last,happy,0.667097300026957,0.667097300026957,0.0
qwen_1p_full_nopolitical,last,health,-0.35395215764114046,-0.35395215764114046,0.0
qwen_1p_full_nopolitical,last,hincfel,-0.6505995346208564,-0.6505995346208564,0.0
qwen_1p_full_nopolitical,last,hmsacld,-0.7672169435380118,-0.7672169435380118,0.0
qwen_1p_full_nopolitical,last,hmsfmlsh,0.02359171122487611,0.02359171122487611,0.0
qwen_1p_full_nopolitical,last,imbgeco,0.22874725606530769,0.22874725606530769,0.0
qwen_1p_full_nopolitical,last,imdfetn,-0.4104758039425591,-0.4104758039425591,0.0
qwen_1p_full_nopolitical,last,impcntr,-0.3902280453477777,-0.3902280453477777,0.0
qwen_1p_full_nopolitical,last,imsmetn,-0.38752807894160934,-0.38752807894160934,0.0
qwen_1p_full_nopolitical,last,imueclt,0.5719402170852749,0.5719402170852749,0.0
qwen_1p_full_nopolitical,last,imwbcnt,0.5490423937518838,0.5490423937518838,0.0
qwen_1p_full_nopolitical,last,inprdsc,0.5460427973506259,0.5460427973506259,0.0
qwen_1p_full_nopolitical,last,polintr,-0.6972041787382012,-0.6972041787382012,0.0
qwen_1p_full_nopolitical,last,pplfair,0.6192131131981098,0.6192131131981098,0.0
qwen_1p_full_nopolitical,last,pplhlp,0.583709423561305,0.583709423561305,0.0
qwen_1p_full_nopolitical,last,ppltrst,0.7989546757051826,0.7989546757051826,0.0
qwen_1p_full_nopolitical,last,psppipla,0.7964725879041525,0.7964725879041525,0.0
qwen_1p_full_nopolitical,last,psppsgva,0.7020497790881107,0.7020497790881107,0.0
qwen_1p_full_nopolitical,last,rlgatnd,0.4339846555755932,0.4339846555755932,0.0
qwen_1p_full_nopolitical,last,sclmeet,0.22922778252387177,0.22922778252387177,0.0
qwen_1p_full_nopolitical,last,stfdem,0.7099237423953395,0.7099237423953395,0.0
qwen_1p_full_nopolitical,last,stfeco,0.6349748876470229,0.6349748876470229,0.0
qwen_1p_full_nopolitical,last,stfedu,0.46162955175755427,0.46162955175755427,0.0
qwen_1p_full_nopolitical,last,stfgov,0.5214036579717932,0.5214036579717932,0.0
qwen_1p_full_nopolitical,last,stfhlth,0.6113950871073119,0.6113950871073119,0.0
qwen_1p_full_nopolitical,last,stflife,0.7663592416806041,0.7663592416806041,0.0
qwen_1p_full_nopolitical,last,trstep,0.36500260926364764,0.36500260926364764,0.0
qwen_1p_full_nopolitical,last,trstlgl,0.778999726717694,0.778999726717694,0.0
qwen_1p_full_nopolitical,last,trstplc,0.8090980403745707,0.8090980403745707,0.0
